1, private, deeper_dark:amethyst_mines, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
915, private, apocalypse_overwrite:modern_country, AMBIENT, minecraft:bat, 10, 8, 8
916, private, apocalypse_overwrite:modern_country, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
917, private, apocalypse_overwrite:modern_country_desert, MONSTER, minecraft:zombie, 80, 4, 4
918, private, apocalypse_overwrite:modern_country_desert, MONSTER, minecraft:zombie_villager, 50, 1, 1
919, private, apocalypse_overwrite:modern_country_desert, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
920, private, apocalypse_overwrite:modern_country_desert, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
921, private, apocalypse_overwrite:modern_country_desert, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
922, private, apocalypse_overwrite:modern_country_desert, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
923, private, apocalypse_overwrite:modern_country_desert, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
924, private, apocalypse_overwrite:modern_country_desert, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
925, private, apocalypse_overwrite:modern_country_desert, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
926, private, apocalypse_overwrite:modern_country_desert, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
927, private, apocalypse_overwrite:modern_country_desert, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
928, private, apocalypse_overwrite:modern_country_desert, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
929, private, apocalypse_overwrite:modern_country_desert, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
930, private, apocalypse_overwrite:modern_country_desert, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
931, private, apocalypse_overwrite:modern_country_desert, CREATURE, minecraft:bat, 80, 12, 24
932, private, apocalypse_overwrite:modern_country_desert, CREATURE, mozombies_wave:survivor, 5, 1, 4
933, private, apocalypse_overwrite:modern_country_desert, AMBIENT, minecraft:bat, 10, 8, 8
934, private, apocalypse_overwrite:modern_country_desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
935, private, apocalypse_overwrite:modern_small_town, MONSTER, minecraft:zombie, 80, 4, 4
936, private, apocalypse_overwrite:modern_small_town, MONSTER, minecraft:zombie_villager, 50, 1, 1
937, private, apocalypse_overwrite:modern_small_town, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
938, private, apocalypse_overwrite:modern_small_town, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
939, private, apocalypse_overwrite:modern_small_town, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
940, private, apocalypse_overwrite:modern_small_town, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
941, private, apocalypse_overwrite:modern_small_town, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
942, private, apocalypse_overwrite:modern_small_town, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
943, private, apocalypse_overwrite:modern_small_town, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
944, private, apocalypse_overwrite:modern_small_town, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
945, private, apocalypse_overwrite:modern_small_town, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
946, private, apocalypse_overwrite:modern_small_town, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
947, private, apocalypse_overwrite:modern_small_town, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
948, private, apocalypse_overwrite:modern_small_town, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
949, private, apocalypse_overwrite:modern_small_town, CREATURE, mozombies_wave:survivor, 5, 1, 4
950, private, apocalypse_overwrite:modern_small_town, AMBIENT, minecraft:bat, 10, 8, 8
951, private, apocalypse_overwrite:modern_small_town, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
952, private, apocalypse_overwrite:modern_small_town_desert, MONSTER, minecraft:zombie, 80, 4, 4
953, private, apocalypse_overwrite:modern_small_town_desert, MONSTER, minecraft:zombie_villager, 50, 1, 1
954, private, apocalypse_overwrite:modern_small_town_desert, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
955, private, apocalypse_overwrite:modern_small_town_desert, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
956, private, apocalypse_overwrite:modern_small_town_desert, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
957, private, apocalypse_overwrite:modern_small_town_desert, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
958, private, apocalypse_overwrite:modern_small_town_desert, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
959, private, apocalypse_overwrite:modern_small_town_desert, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
960, private, apocalypse_overwrite:modern_small_town_desert, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
961, private, apocalypse_overwrite:modern_small_town_desert, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
962, private, apocalypse_overwrite:modern_small_town_desert, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
963, private, apocalypse_overwrite:modern_small_town_desert, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
964, private, apocalypse_overwrite:modern_small_town_desert, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
965, private, apocalypse_overwrite:modern_small_town_desert, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
966, private, apocalypse_overwrite:modern_small_town_desert, CREATURE, mozombies_wave:survivor, 5, 1, 4
967, private, apocalypse_overwrite:modern_small_town_desert, AMBIENT, minecraft:bat, 10, 8, 8
968, private, apocalypse_overwrite:modern_small_town_desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
969, private, minecraft:mushroom_fields, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
970, private, minecraft:mushroom_fields, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
971, private, minecraft:mushroom_fields, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
972, private, minecraft:mushroom_fields, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
973, private, minecraft:mushroom_fields, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
974, private, minecraft:mushroom_fields, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
975, private, minecraft:mushroom_fields, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
976, private, minecraft:mushroom_fields, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
977, private, minecraft:mushroom_fields, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
978, private, minecraft:mushroom_fields, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
979, private, minecraft:mushroom_fields, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
980, private, minecraft:mushroom_fields, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
981, private, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 8, 4, 8
982, private, minecraft:mushroom_fields, CREATURE, mozombies_wave:survivor, 5, 1, 4
983, private, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
984, private, minecraft:mushroom_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
985, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast, 50, 4, 4
986, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin, 80, 4, 4
987, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube, 5, 4, 4
988, nether, minecraft:nether_wastes, MONSTER, minecraft:enderman, 5, 4, 4
989, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin, 15, 4, 4
990, nether, minecraft:nether_wastes, MONSTER, skeletalremains:charredskeleton, 50, 1, 2
991, nether, minecraft:nether_wastes, MONSTER, mozombies_wave:nether_zombie, 5, 1, 4
992, nether, minecraft:nether_wastes, MONSTER, hwg:technodemon_greater_1, 5, 1, 1
993, nether, minecraft:nether_wastes, MONSTER, hwg:technodemon_lesser_1, 5, 1, 2
994, nether, minecraft:nether_wastes, CREATURE, minecraft:strider, 60, 1, 2
995, nether, minecraft:nether_wastes, CREATURE, mozombies_wave:survivor, 5, 1, 4
996, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
997, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 80, 4, 4
998, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
999, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1000, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 80, 4, 4
1001, ocean, minecraft:ocean, MONSTER, minecraft:slime, 80, 4, 4
1002, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 10, 1, 4
1003, ocean, minecraft:ocean, MONSTER, minecraft:witch, 5, 1, 1
1004, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 5, 1, 1
1005, ocean, minecraft:ocean, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1006, ocean, minecraft:ocean, MONSTER, skeletalremains:sunkenskeleton, 50, 1, 2
1007, ocean, minecraft:ocean, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1008, ocean, minecraft:ocean, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1009, ocean, minecraft:ocean, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1010, ocean, minecraft:ocean, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1011, ocean, minecraft:ocean, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1012, ocean, minecraft:ocean, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1013, ocean, minecraft:ocean, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1014, ocean, minecraft:ocean, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1015, ocean, minecraft:ocean, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1016, ocean, minecraft:ocean, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1017, ocean, minecraft:ocean, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1018, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
1019, ocean, minecraft:ocean, AMBIENT, darkwaters:aberration, 10, 1, 1
1020, ocean, minecraft:ocean, AMBIENT, darkwaters:craeken, 5, 1, 1
1021, ocean, minecraft:ocean, AMBIENT, darkwaters:miraid, 5, 1, 1
1022, ocean, minecraft:ocean, AMBIENT, darkwaters:miraid_hallucination, 5, 1, 1
1023, ocean, minecraft:ocean, AMBIENT, darkwaters:mohast, 10, 1, 3
1024, ocean, minecraft:ocean, AMBIENT, darkwaters:sight_hunter, 5, 1, 1
1025, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1026, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
1027, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
1028, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1029, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:spider, 80, 4, 4
1030, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
1031, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1032, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1033, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
1034, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:slime, 80, 4, 4
1035, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:enderman, 10, 1, 4
1036, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
1037, forest, minecraft:old_growth_birch_forest, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1038, forest, minecraft:old_growth_birch_forest, MONSTER, hwg:merc, 5, 1, 2
1039, forest, minecraft:old_growth_birch_forest, MONSTER, hwg:spy, 5, 1, 2
1040, forest, minecraft:old_growth_birch_forest, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1041, forest, minecraft:old_growth_birch_forest, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1042, forest, minecraft:old_growth_birch_forest, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1043, forest, minecraft:old_growth_birch_forest, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1044, forest, minecraft:old_growth_birch_forest, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1045, forest, minecraft:old_growth_birch_forest, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1046, forest, minecraft:old_growth_birch_forest, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1047, forest, minecraft:old_growth_birch_forest, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1048, forest, minecraft:old_growth_birch_forest, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1049, forest, minecraft:old_growth_birch_forest, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1050, forest, minecraft:old_growth_birch_forest, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1051, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:sheep, 12, 4, 4
1052, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:pig, 10, 4, 4
1053, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:chicken, 10, 4, 4
1054, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:cow, 8, 4, 4
1055, forest, minecraft:old_growth_birch_forest, CREATURE, mozombies_wave:survivor, 5, 1, 4
1056, forest, minecraft:old_growth_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
1057, forest, minecraft:old_growth_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1058, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:spider, 80, 4, 4
1059, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie, 80, 4, 4
1060, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
1061, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
1062, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:creeper, 80, 4, 4
1063, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:slime, 80, 4, 4
1064, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:enderman, 10, 1, 4
1065, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:witch, 5, 1, 1
1066, taiga, minecraft:old_growth_pine_taiga, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1067, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:giant, 5, 1, 2
1068, taiga, minecraft:old_growth_pine_taiga, MONSTER, hwg:merc, 5, 1, 2
1069, taiga, minecraft:old_growth_pine_taiga, MONSTER, hwg:spy, 5, 1, 2
1070, taiga, minecraft:old_growth_pine_taiga, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1071, taiga, minecraft:old_growth_pine_taiga, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1072, taiga, minecraft:old_growth_pine_taiga, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1073, taiga, minecraft:old_growth_pine_taiga, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1074, taiga, minecraft:old_growth_pine_taiga, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1075, taiga, minecraft:old_growth_pine_taiga, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1076, taiga, minecraft:old_growth_pine_taiga, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1077, taiga, minecraft:old_growth_pine_taiga, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1078, taiga, minecraft:old_growth_pine_taiga, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1079, taiga, minecraft:old_growth_pine_taiga, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1080, taiga, minecraft:old_growth_pine_taiga, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1081, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:sheep, 12, 4, 4
1082, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:pig, 10, 4, 4
1083, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:chicken, 10, 4, 4
1084, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:cow, 8, 4, 4
1085, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 8, 4, 4
1086, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
1087, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:fox, 8, 2, 4
1088, taiga, minecraft:old_growth_pine_taiga, CREATURE, mozombies_wave:survivor, 5, 1, 4
1089, taiga, minecraft:old_growth_pine_taiga, AMBIENT, minecraft:bat, 10, 8, 8
1090, taiga, minecraft:old_growth_pine_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1091, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:spider, 80, 4, 4
1092, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie, 80, 4, 4
1093, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
1094, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
1095, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:creeper, 80, 4, 4
1096, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:slime, 80, 4, 4
1097, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:enderman, 10, 1, 4
1098, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:witch, 5, 1, 1
1099, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1100, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:giant, 5, 1, 2
1101, taiga, minecraft:old_growth_spruce_taiga, MONSTER, hwg:merc, 5, 1, 2
1102, taiga, minecraft:old_growth_spruce_taiga, MONSTER, hwg:spy, 5, 1, 2
1103, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1104, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1105, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1106, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1107, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1108, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1109, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1110, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1111, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1112, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1113, taiga, minecraft:old_growth_spruce_taiga, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1114, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:sheep, 12, 4, 4
1115, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:pig, 10, 4, 4
1116, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:chicken, 10, 4, 4
1117, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:cow, 8, 4, 4
1118, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:wolf, 8, 4, 4
1119, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
1120, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:fox, 8, 2, 4
1121, taiga, minecraft:old_growth_spruce_taiga, CREATURE, mozombies_wave:survivor, 5, 1, 4
1122, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, minecraft:bat, 10, 8, 8
1123, taiga, minecraft:old_growth_spruce_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1124, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
1125, plains, minecraft:plains, MONSTER, minecraft:zombie, 80, 4, 4
1126, plains, minecraft:plains, MONSTER, minecraft:zombie_villager, 5, 1, 1
1127, plains, minecraft:plains, MONSTER, minecraft:skeleton, 80, 4, 4
1128, plains, minecraft:plains, MONSTER, minecraft:creeper, 80, 4, 4
1129, plains, minecraft:plains, MONSTER, minecraft:slime, 80, 4, 4
1130, plains, minecraft:plains, MONSTER, minecraft:enderman, 10, 1, 4
1131, plains, minecraft:plains, MONSTER, minecraft:witch, 5, 1, 1
1132, plains, minecraft:plains, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1133, plains, minecraft:plains, MONSTER, hwg:merc, 5, 1, 2
1134, plains, minecraft:plains, MONSTER, hwg:spy, 5, 1, 2
1135, plains, minecraft:plains, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1136, plains, minecraft:plains, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1137, plains, minecraft:plains, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1138, plains, minecraft:plains, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1139, plains, minecraft:plains, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1140, plains, minecraft:plains, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1141, plains, minecraft:plains, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1142, plains, minecraft:plains, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1143, plains, minecraft:plains, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1144, plains, minecraft:plains, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1145, plains, minecraft:plains, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1146, plains, minecraft:plains, CREATURE, minecraft:sheep, 12, 4, 4
1147, plains, minecraft:plains, CREATURE, minecraft:pig, 10, 4, 4
1148, plains, minecraft:plains, CREATURE, minecraft:chicken, 10, 4, 4
1149, plains, minecraft:plains, CREATURE, minecraft:cow, 8, 4, 4
1150, plains, minecraft:plains, CREATURE, minecraft:horse, 5, 2, 6
1151, plains, minecraft:plains, CREATURE, minecraft:donkey, 5, 1, 3
1152, plains, minecraft:plains, CREATURE, mozombies_wave:survivor, 5, 1, 4
1153, plains, minecraft:plains, AMBIENT, minecraft:bat, 10, 8, 8
1154, plains, minecraft:plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1155, river, minecraft:river, MONSTER, minecraft:spider, 80, 4, 4
1156, river, minecraft:river, MONSTER, minecraft:zombie, 80, 4, 4
1157, river, minecraft:river, MONSTER, minecraft:zombie_villager, 5, 1, 1
1158, river, minecraft:river, MONSTER, minecraft:skeleton, 80, 4, 4
1159, river, minecraft:river, MONSTER, minecraft:creeper, 80, 4, 4
1160, river, minecraft:river, MONSTER, minecraft:slime, 80, 4, 4
1161, river, minecraft:river, MONSTER, minecraft:enderman, 10, 1, 4
1162, river, minecraft:river, MONSTER, minecraft:witch, 5, 1, 1
1163, river, minecraft:river, MONSTER, minecraft:drowned, 80, 1, 1
1164, river, minecraft:river, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1165, river, minecraft:river, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1166, river, minecraft:river, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1167, river, minecraft:river, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1168, river, minecraft:river, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1169, river, minecraft:river, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1170, river, minecraft:river, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1171, river, minecraft:river, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1172, river, minecraft:river, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1173, river, minecraft:river, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1174, river, minecraft:river, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1175, river, minecraft:river, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1176, river, minecraft:river, CREATURE, mozombies_wave:survivor, 5, 1, 4
1177, river, minecraft:river, AMBIENT, minecraft:bat, 10, 8, 8
1178, river, minecraft:river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1179, river, minecraft:river, WATER_CREATURE, minecraft:squid, 5, 1, 4
1180, river, minecraft:river, WATER_AMBIENT, minecraft:salmon, 5, 1, 5
1181, savanna, minecraft:savanna, MONSTER, minecraft:spider, 80, 4, 4
1182, savanna, minecraft:savanna, MONSTER, minecraft:zombie, 80, 4, 4
1183, savanna, minecraft:savanna, MONSTER, minecraft:zombie_villager, 5, 1, 1
1184, savanna, minecraft:savanna, MONSTER, minecraft:skeleton, 80, 4, 4
1185, savanna, minecraft:savanna, MONSTER, minecraft:creeper, 80, 4, 4
1186, savanna, minecraft:savanna, MONSTER, minecraft:slime, 80, 4, 4
1187, savanna, minecraft:savanna, MONSTER, minecraft:enderman, 10, 1, 4
1188, savanna, minecraft:savanna, MONSTER, minecraft:witch, 5, 1, 1
1189, savanna, minecraft:savanna, MONSTER, mozombies_wave:disco_zombie, 6, 1, 4
1190, savanna, minecraft:savanna, MONSTER, mozombies_wave:zombie_chef, 8, 1, 4
1191, savanna, minecraft:savanna, MONSTER, mozombies_wave:zombie_creeper, 5, 1, 3
1192, savanna, minecraft:savanna, MONSTER, mozombies_wave:zombie_cyborg, 5, 1, 4
1193, savanna, minecraft:savanna, MONSTER, mozombies_wave:zombie_dwarf, 10, 1, 5
1194, savanna, minecraft:savanna, MONSTER, mozombies_wave:zombie_herobrine, 5, 1, 1
1195, savanna, minecraft:savanna, MONSTER, mozombies_wave:zombie_king, 5, 1, 2
1196, savanna, minecraft:savanna, MONSTER, mozombies_wave:zombie_knight, 5, 1, 4
1197, savanna, minecraft:savanna, MONSTER, mozombies_wave:zombie_miner, 5, 2, 7
1198, savanna, minecraft:savanna, MONSTER, mozombies_wave:zombie_notch, 5, 1, 1
1199, savanna, minecraft:savanna, MONSTER, mozombies_wave:zombie_pa, 5, 1, 2
1200, savanna, minecraft:savanna, MONSTER, mozombies_wave:zombie_pirate, 7, 1, 3
1201, savanna, minecraft:savanna, CREATURE, minecraft:sheep, 12, 4, 4
1202, savanna, minecraft:savanna, CREATURE, minecraft:pig, 10, 4, 4
1203, savanna, minecraft:savanna, CREATURE, minecraft:chicken, 10, 4, 4
1204, savanna, minecraft:savanna, CREATURE, minecraft:cow, 8, 4, 4
1205, savanna, minecraft:savanna, CREATURE, minecraft:horse, 5, 2, 6
1206, savanna, minecraft:savanna, CREATURE, minecraft:donkey, 5, 1, 1
1207, savanna, minecraft:savanna, CREATURE, mozombies_wave:survivor, 5, 1, 4
1208, savanna, minecraft:savanna, AMBIENT, minecraft:bat, 10, 8, 8
1209, savanna, minecraft:savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
